%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1580572319441768038,0,1580572319441768038,world,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0
1580572319564844780,1,1580572319564844780,world,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0
1580572319677966391,2,1580572319677966391,world,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0
1580572319795117308,3,1580572319795117308,world,1.1920928217588455e-07,-5.960466473848494e-08,1.4901140340646543e-08,-3.2030882834988006e-08,1.0348011159067028e-07,-8.773514537097071e-08,1.0
1580572319906971054,4,1580572319906971054,world,0.02982004257796335,-0.025270226221384116,0.6721166704322332,-0.0018144760069438927,-0.0016225336968479218,6.767711298004465e-05,0.9999970346645258
1580572320022625433,5,1580572320022625433,world,0.06393360806207672,-0.03856535277900433,1.3287830716691449,-0.003273972732141816,-0.004245021942771761,-0.001500462024358726,0.9999845101229708
1580572320136519786,6,1580572320136519786,world,0.09942137873773385,-0.05396161578829313,2.000633030191808,-0.005158932498526647,-0.0050176724948342785,-0.002136371926385648,0.9999718215071687
1580572320253043864,7,1580572320253043864,world,0.1230368169092052,-0.06596174358383716,2.6448667693243566,-0.006847255826243691,-0.004685088432019304,-0.0015084605897621754,0.9999644377464739
1580572320364850263,8,1580572320364850263,world,0.1481880317095275,-0.0801895234878997,3.3288059809866986,-0.008108005816271403,-0.003980290826331558,-0.0006442442422639377,0.9999589986144183
1580572320477256495,9,1580572320477256495,world,0.1637256731841784,-0.07786293681605039,3.8961627836491113,-0.009324762395610312,-0.003888723452613083,-0.0002778732638889521,0.9999489249656786
1580572320590934909,10,1580572320590934909,world,0.21418919689969548,-0.0848932506691567,4.61125429939541,-0.010354646940592006,-0.0035110987061506855,-0.0019838517419952894,0.999938255132379
1580572320702435416,11,1580572320702435416,world,0.2475152233481509,-0.08699315364235183,5.262778201800047,-0.011550217149673109,-0.0021298779046668923,-0.003825769218589019,0.9999237031440824
1580572320817899394,12,1580572320817899394,world,0.28043009372841593,-0.09105177131244574,5.921737934745383,-0.012851326413188967,-0.0004191248677926608,-0.004947670000876408,0.9999050900004024
1580572320929296219,13,1580572320929296219,world,0.31647487678865605,-0.08685816418860182,6.636912689770984,-0.014333900108484895,0.0009456431306951919,-0.00495628822279279,0.9998845391374647
1580572321041662867,14,1580572321041662867,world,0.3499429515463871,-0.08505443268146695,7.286654717436368,-0.015868716022517212,0.0012076386780326069,-0.005631814924145743,0.9998574974926016
1580572321153936169,15,1580572321153936169,world,0.38066801921334026,-0.08067301801810667,7.916527758462701,-0.01777666912195488,0.0007386401435784206,-0.006693772284981708,0.9998192996436346
1580572321271371640,16,1580572321271371640,world,0.4168905597143683,-0.07177788945892083,8.542337437699185,-0.01937253180531918,-0.0006632522726062525,-0.0077282572178703985,0.9997822405230405
1580572321383108102,17,1580572321383108102,world,0.4497733062266092,-0.06632244109449437,9.20330977778392,-0.02113102342268049,-0.00038783636024055187,-0.008714660484462407,0.9997386590877685
1580572321496143855,18,1580572321496143855,world,0.48371323170249503,-0.055799593977523765,9.84856308965999,-0.022606277513639292,-0.0016973907078360422,-0.008003964048805042,0.9997109725619572
1580572321608135252,19,1580572321608135252,world,0.5254458673777641,-0.05022044306644313,10.53496200988233,-0.02360204001875846,-0.0006931873496035898,-0.003321713386600244,0.9997156752264553
1580572321720118479,20,1580572321720118479,world,0.5550363360088321,-0.04826282077952748,11.159162146125592,-0.024993428704800605,-0.002819232741689168,-0.004296122983581894,0.9996744087771564
1580572321833345765,21,1580572321833345765,world,0.5869738673894969,-0.023588660497800618,11.799758130357395,-0.025825967385302538,-0.0037102482585264188,-0.008104450396553753,0.9996267158462091
1580572321948206987,22,1580572321948206987,world,0.6131018945914879,-0.005176066206685759,12.434970621074163,-0.02644004843033586,-0.005343792853280906,-0.009536093685619102,0.9995906334655894
1580572322063803207,23,1580572322063803207,world,0.6363750769267706,-0.012536667710138616,13.119297857031313,-0.02694244362010189,-0.005431300533910607,-0.0026824722858753134,0.999618636368262
1580572322177050684,24,1580572322177050684,world,0.6566503760530675,-0.01272953977809188,13.744999982383769,-0.02697613030775743,-0.0050685643397211854,-8.374556355460544e-05,0.9996232276663238
1580572322288938623,25,1580572322288938623,world,0.7088387471246793,0.01683876556218089,14.461764699180762,-0.02689140476865109,-0.0017519869696085415,-0.004088477743404715,0.9996284599315873
1580572322402178156,26,1580572322402178156,world,0.7428761819757196,0.03905891181652732,15.122063321673672,-0.027104698424606725,0.0005639492408232162,-0.00783281905242178,0.9996017542224701
1580572322515545124,27,1580572322515545124,world,0.7724351521899794,0.0377740262511882,15.779752312256752,-0.026513203956404777,0.0011737663743219475,-0.006218723100347457,0.9996284301181877
1580572322635229747,28,1580572322635229747,world,0.807011369465705,0.04505291313918525,16.469038070758845,-0.025857761660457508,0.00037685117362637666,-0.0032936816104657996,0.9996601361664228
1580572322749343362,29,1580572322749343362,world,0.8375541228187084,0.05273331104562162,17.118111681397096,-0.025133509881227426,-0.0006782069565886336,-0.0029972941913104178,0.9996793724676489
1580572322868557850,30,1580572322868557850,world,0.8741734152929563,0.06270085062657349,17.75718797060622,-0.02430992087999125,-0.0005658697695906252,-0.004397619423012171,0.9996946360341429
1580572322983383376,31,1580572322983383376,world,18.854007879352302,-0.06913410157150235,0.12217558127752359,-0.01667760559775977,0.6982159346720468,0.00882548909811974,0.7156385474609315
