%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1580572324244330010,28,1580572324244330010,world,0.8447707870576073,-0.876005092359649,16.586807820935203,0.04727804260401944,0.0011522061815531178,0.0009610685988788347,0.9988806390365663
1580572324363373183,29,1580572324363373183,world,0.880328651176021,-0.9769772321446046,17.239410147048318,0.05231905543310807,0.0010421801527970883,0.0015614674959459098,0.9986286595222937
1580572324474984401,30,1580572324474984401,world,0.9192899331185609,-1.0884810671172116,17.918484924670825,0.057337645731652155,0.0007664902656144307,0.001095817453545443,0.9983539519478759
1580572324587923107,31,1580572324587923107,world,18.660035216465072,-0.3765039604596687,-0.6695140811114362,0.020957460315616294,0.701644712158368,-0.0350507850821177,0.711355683716172
1580572324701478377,32,1580572324701478377,world,19.786999497387527,-0.46242232392172955,-0.5993483972870726,0.02616461686543014,0.7020885137043652,-0.03605184634818249,0.7106950996401207
1580572324814308333,33,1580572324814308333,world,20.44634744459828,-0.5572134292532582,-0.6245933763051204,0.02924373480048241,0.7026111795799259,-0.03793060955645817,0.7099603183329111
1580572324929091784,34,1580572324929091784,world,21.111183504417077,-0.6437169159039411,-0.6511180894470154,0.031606788928872635,0.7025721584193437,-0.0398269178302974,0.7097937637654922
1580572325043042102,35,1580572325043042102,world,21.767707990187088,-0.7410330885062424,-0.6780050846630683,0.033653470921627675,0.701943473878186,-0.04093503335339385,0.7102585054812773
1580572325165041706,36,1580572325165041706,world,22.46158078235252,-0.8520104556631853,-0.7001061821050554,0.03512872729303993,0.7008219502761835,-0.04106171541293282,0.7112865220063849
1580572325287989165,37,1580572325287989165,world,23.159049531673645,-0.9585435627578356,-0.7238509774366353,0.035718266688293324,0.6998379035245053,-0.040791608881766854,0.7122409734532228
1580572325407042833,38,1580572325407042833,world,23.77234661993295,-1.0629210027551599,-0.7491169110803249,0.03629856732348218,0.7002063268033895,-0.04041391578362328,0.7118709849444491
1580572325525470897,39,1580572325525470897,world,24.435317698681782,-1.160799837885742,-0.7762469220218282,0.03707787345461786,0.7012120282479531,-0.039977780131583505,0.710864786474817
1580572325643245035,40,1580572325643245035,world,25.08616557270636,-1.2615621378635913,-0.8000213796786548,0.03775049730593475,0.7023894349197584,-0.03956913622431473,0.7096888717443259
1580572325760174061,41,1580572325760174061,world,25.718420709327162,-1.356373225035627,-0.8198429359269319,0.03843163826783323,0.7036231713667995,-0.039207774153336684,0.7084492011296544
1580572325877896594,42,1580572325877896594,world,26.38111154266886,-1.4611966768622757,-0.8487340883001,0.03943031640187606,0.7040627525346491,-0.03793698896942607,0.7080266489614442
1580572326001252138,43,1580572326001252138,world,27.002043086865967,-1.5561831958884476,-0.868921861834103,0.04026074138050537,0.7042112743014918,-0.03673668844401323,0.7078954778542182
1580572326116407515,44,1580572326116407515,world,27.56509548464018,-1.6389702334062741,-0.883185336816859,0.04051982652687361,0.704707860224908,-0.03543832172251803,0.7074525958109643
1580572326234032512,45,1580572326234032512,world,28.116059080749345,-1.717599271915728,-0.9015600688228611,0.04050637102593863,0.7047092181302146,-0.03362230092750714,0.7075406341880671
1580572326352936220,46,1580572326352936220,world,28.659158799846637,-1.7902817253111394,-0.9238191073315667,0.03990182609777067,0.7046652714021829,-0.032656358516740806,0.7076639747998177
1580572326470760511,47,1580572326470760511,world,29.20136296033154,-1.8561979038586789,-0.9467295273090857,0.03971756865675926,0.7056138551170257,-0.031196222968053494,0.7067944462054432
1580572326592520980,48,1580572326592520980,world,29.72093372459381,-1.9259095571464169,-0.9680163060419487,0.03917727492697458,0.7068473401810459,-0.030654423317986797,0.7056148525620032
1580572326711652921,49,1580572326711652921,world,30.204183910887902,-1.9947564001608369,-0.9832105967434126,0.03960476508262313,0.7080804645788569,-0.029959729595936867,0.7043833704352069
1580572326829472526,50,1580572326829472526,world,30.647559628346333,-2.0590264204147504,-0.9932585277733414,0.04068454502715707,0.7091931284216088,-0.028866990528709335,0.703247239825151
1580572326954585348,51,1580572326954585348,world,31.071786370080922,-2.1186227510738433,-1.0099219516542561,0.04198003063101467,0.7090576638184568,-0.028083720799998664,0.7033393533126623
1580572327075672115,52,1580572327075672115,world,31.526340245558075,-2.171705999158678,-1.0534165452111859,0.04320193753265451,0.7078923163962878,-0.02742588435064393,0.7044642832882266
1580572327194220032,53,1580572327194220032,world,31.85126266063833,-2.2112374668446577,-1.0672732007187022,0.042076793193658826,0.706670745365314,-0.028488382621761173,0.7057155675856425
1580572327319019594,54,1580572327319019594,world,32.155722264571295,-2.2581839381753968,-1.0778066014067287,0.04190904768617635,0.7060027044978001,-0.02814158498117535,0.7064077357306294
1580572327438931346,55,1580572327438931346,world,32.412399385506404,-2.297068344592316,-1.0863423273761752,0.04247112324047035,0.7052636629418608,-0.027713004013455212,0.7071290027632566
1580572327557175216,56,1580572327557175216,world,32.62558177100087,-2.325452447893973,-1.0943103290034673,0.04267550470861889,0.7049797835628606,-0.027537819908778186,0.7074065187284102
1580572327675601532,57,1580572327675601532,world,32.81710493302748,-2.346117568538678,-1.1125449531305573,0.042231793060508054,0.7048093528001909,-0.027940284243594092,0.7075872606039615
1580572327801032092,58,1580572327801032092,world,32.960559769513516,-2.3654190474263004,-1.116947154871287,0.04202577208854248,0.7042494781703772,-0.028066289799504533,0.7081517776921056
1580572327917963202,59,1580572327917963202,world,33.067263110598546,-2.3806317722264883,-1.1201517116459758,0.04208858671535416,0.7032425364036275,-0.028046036914807095,0.7091488397855183
