%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1580572323561757324,17,1580572323561757324,world,0.6340901466423976,-0.42576726316986646,12.555561337297243,0.015452968525693741,0.0005068300285636435,0.0014013207569920764,0.9998794870477395
1580572323789410814,18,1580572323789410814,world,0.7060782573278709,-0.5438817949268586,13.89229639000158,0.026324053584966797,0.0004592743618092589,0.0011041444461157874,0.9996527426503499
1580572323904827639,19,1580572323904827639,world,0.7422867084660554,-0.6149477785388577,14.553254385625161,0.03151265862537321,0.0004107202489369021,0.0006821875799296314,0.9995030345455627
1580572324016867487,20,1580572324016867487,world,0.776092625997082,-0.6920262761478215,15.213066967863034,0.03682795156892339,0.0004612184194710817,0.0007187618896676362,0.9993212601823293
1580572324132109461,21,1580572324132109461,world,0.819342024700576,-0.7837031862301486,15.895103374726606,0.042032282944336585,0.000314503247411701,0.0013442841494105437,0.9991152992412349
1580572324363373183,22,1580572324363373183,world,0.8907861424197316,-0.9760357231258175,17.217363403148557,0.05220188999129388,0.0008579001052903563,0.0021101041268329224,0.9986339566847008
1580572324474984401,23,1580572324474984401,world,0.9278010892276807,-1.0821142460406126,17.88399658556772,0.05730327058669676,0.0005916097808184037,0.0016538029409408337,0.9983552728740771
1580572324587923107,24,1580572324587923107,world,0.9609412256254526,-1.1934107523710693,18.520078514839327,0.061758079200896605,0.0015166946580475412,0.0022729619744102317,0.9980874025361641
1580572324814308333,25,1580572324814308333,world,1.0286716436822925,-1.4347643619883028,19.813334976100627,0.0695324906959882,0.003248593075409173,0.0044356831925663545,0.9975645389090311
1580572324929091784,26,1580572324929091784,world,1.063356706045119,-1.5610501145168412,20.45118487940682,0.07248600923463606,0.0034341160304693944,0.004925691990369068,0.9973513499500335
1580572325043042102,27,1580572325043042102,world,1.094387270604516,-1.6827311533528038,21.05573161053656,0.07468491780845755,0.0027128986021698553,0.005827542453258494,0.9971864653211083
1580572325287989165,28,1580572325287989165,world,1.1683512189045202,-1.9387326643420253,22.336377344665,0.07614048716272452,-0.0003148016453178327,0.006868497673793041,0.9970733911539609
1580572325407042833,29,1580572325407042833,world,23.03206755144084,-1.1785117072123823,-0.40289210555400157,0.03956825697765489,0.6937566899013885,-0.04064419925078873,0.7179722413319575
1580572325525470897,30,1580572325525470897,world,23.636181261486414,-1.27158618574507,-0.4113151944518192,0.04040220774385465,0.6948025467289862,-0.04015795123898392,0.7169410498205879
1580572325760174061,31,1580572325760174061,world,23.46238946945409,-1.434161657593183,-0.16707798353812997,0.040670551173393285,0.7004692008548639,-0.039920721218317114,0.711403651996228
1580572325877896594,32,1580572325877896594,world,24.084006710584582,-1.535789523394591,-0.17864029643294455,0.04174861843140579,0.7009921140015215,-0.038606156273533906,0.7108985659659294
1580572326001252138,33,1580572326001252138,world,24.692737918657514,-1.6320192216608858,-0.19326990108762843,0.042594063606136504,0.7011264601021677,-0.03734426014981104,0.7107832605078157
1580572326116407515,34,1580572326116407515,world,25.24441051802283,-1.7151688848249915,-0.20539554436908247,0.04289757875979312,0.7015964311137527,-0.035991766976653024,0.7103710223289122
1580572326234032512,35,1580572326234032512,world,25.81042097089237,-1.7848907753092091,-0.2185776528870722,0.04264539719525488,0.7016499609257958,-0.034653659027945566,0.7103998226022177
1580572326470760511,36,1580572326470760511,world,26.876815716525574,-1.9364563588214196,-0.25472826663002035,0.041401416879599,0.7025399717090296,-0.03247863508560588,0.7096962205694561
1580572326592520980,37,1580572326592520980,world,27.387068052959947,-2.007646888569715,-0.27000601612215114,0.04103249286143213,0.703794535805992,-0.03177285854551109,0.7085055791639228
1580572326711652921,38,1580572326711652921,world,27.872336183080556,-2.077798007189239,-0.2810701522661665,0.04155796076171828,0.7050620707124149,-0.03106761803507784,0.7072448302498385
1580572326829472526,39,1580572326829472526,world,28.36764741626646,-2.1497056258871647,-0.2964299731467044,0.04251952600614569,0.7061879467343417,-0.030208778473341493,0.7061007261765218
1580572327075672115,40,1580572327075672115,world,29.178677786571175,-2.2735192005913945,-0.32188288026466605,0.04431686798098548,0.7048395866949162,-0.028961208017429046,0.7073884556931934
1580572327194220032,41,1580572327194220032,world,29.51251460360944,-2.3132862690884175,-0.3366467196173888,0.04304728279370283,0.7035735025799343,-0.030286778601473795,0.7086705966315957
1580572327319019594,42,1580572327319019594,world,29.80972365325546,-2.353422175386073,-0.3480664072321362,0.04248268707504069,0.7028842713712488,-0.030472173050282547,0.7093802993845346
1580572327438931346,43,1580572327438931346,world,30.09655389700127,-2.392540766848246,-0.3459413698997169,0.04318172300437698,0.7022235126789564,-0.030017226616357678,0.7100116758830457
1580572327557175216,44,1580572327557175216,world,30.312685157217473,-2.423984415238724,-0.35232779604382714,0.04346181737699601,0.7019396659613133,-0.02973267509297813,0.7102871110157309
1580572327801032092,45,1580572327801032092,world,30.60537426055208,-2.4629012097270753,-0.3593407074864565,0.04279345372446827,0.7012907731386446,-0.03011180303102842,0.7109524023149986
1580572327917963202,46,1580572327917963202,world,30.715282302857112,-2.478738043319175,-0.364217224703558,0.04288135590455699,0.7002384983277338,-0.030091050422784375,0.7119843457435225
1580572328034847164,47,1580572328034847164,world,30.798414830903713,-2.4906771234241667,-0.36880442636665123,0.04280938215760492,0.6994339282161101,-0.03008795027150767,0.7127793212119283
1580572328275246584,48,1580572328275246584,world,30.910196173655464,-2.50640110512661,-0.3737602180453399,0.042637933916434695,0.6980584720369641,-0.0302190873059097,0.714131057336305
1580572328393330229,49,1580572328393330229,world,31.03468838449309,-2.5183035157442752,-0.39937631291038755,0.04247103628217535,0.6973848363669138,-0.030555260807638176,0.7147846301703549
1580572328511970510,50,1580572328511970510,world,31.068757844895558,-2.5230572954474653,-0.40001375829856745,0.04252417780207758,0.6970590377791632,-0.03053653228143611,0.7150999871113536
1580572328756424962,51,1580572328756424962,world,31.13424155946202,-2.532325691508781,-0.4021241354503582,0.04243406707124948,0.6964545495431628,-0.030514052648784738,0.7156949837792799
1580572328878300868,52,1580572328878300868,world,31.169395032446914,-2.536655645020857,-0.4024389154120671,0.04235925227935929,0.6961684655429052,-0.030402973816218943,0.7159824994255395
1580572328998053921,53,1580572328998053921,world,31.20229281088693,-2.545095267141959,-0.40436159074851385,0.042293482291104974,0.6959594787106157,-0.03019597781073526,0.7161982268616949
1580572329121754598,54,1580572329121754598,world,31.238925322766555,-2.549517468660963,-0.4049051457754098,0.042150093166350766,0.6957703331404923,-0.03017279500322213,0.7163913837583514
1580572329361295833,55,1580572329361295833,world,31.325349157371562,-2.560741774049629,-0.40521696412063246,0.04175099516532048,0.6955539825978533,-0.0298111387438954,0.7166399667076249
1580572329481079427,56,1580572329481079427,world,31.377942065511697,-2.5662964438770963,-0.4059134342974211,0.04137602385215727,0.6954631413166539,-0.029642333021813516,0.7167569287054696
1580572329596594941,57,1580572329596594941,world,31.40909220692689,-2.5707974958538182,-0.40673941513865053,0.04091611711039369,0.6953324239642037,-0.029501196479435957,0.7169158899108015
